Series	Page	True Page	Name	Address	City	State	Zip	Phone	License	Expiration	
1	9	9	Humane Society of Louisiana	P O Box 740321	New Orleans	LA	70174	9012684432	4607-082300-LA	8/23/2023	
1	9	9	Hyatt Investigations & Process Service, LLC	P.O. Box 13292	Lake Charles	LA	70612	3374779361	4211-083099-LA	8/30/2023	
1	9	9	I.S.I.S. (Integrated Security & Invest. Specialists, LLC)	PO Box 1041	Youngsville	LA	70592	3374517117	8174-091813-LA	9/18/2023	
1	9	9	IBM Investigations, LLC	120 Greenbriar Drive	West Monroe	LA	71291	8708457888	9373-072618-LA	7/26/2023	
1	9	9	In "House" Investigations LLC	1414 Dement Road	Doyline	LA	71023	3184700273	8972-092016-LA	9/20/2022	
1	9	9	Indest Investigations	96 Woodlake Blvd.	Kenner	LA	70065	5044515912	0243-033093-LA	3/30/2023	
1	9	9	Infinite Investigations, LLC	16072 Derby Avenue	Baton Rouge	LA	70816	2259164402	8557-031715-LA	3/17/2023	
1	9	9	Infiniti Investigations	P O Box 578	Carencro	LA	70520	3372988507	2071-091196-LA	9/11/2023	
1	9	9	Information Discovery Services, LLC	3014 SE Loop 820 Freeway	Fort Worth	TX	76140	8175513898	6052-031605-LA	8/30/2022	
1	9	9	Informed Investigations	9029 Jefferson Highway D-225	New Orleans	LA	70123	5043829713	3589-011598-LA	1/15/2023	
1	9	9	Insight Investigations, LLC	5720 Citrus Blvd., Unit 11114	Harahan	LA	70123	50478266505046074258	9941-072621-LA	7/26/2023	
1	9	9	Insight Service Group, Inc.	1 Corporate Place, 55 Ferncroft Rd, Suite 300	Danvers	MA	01923	8002780550	7410-052010-LA	5/20/2023	
1	10	10	Integritas Security Services, Inc.	12323 Beauregard	Houston	TX	77024	2816606812	6924-072308-LA	7/23/2023	
1	10	10	Integrity First Investigations LLC	893 Little Road	Rayville	LA	71269	3184171194	9877-032621-LA	3/26/2023	
1	10	10	Integrity Investigations Inc.	P O Box 1955	Slidell	LA	70459	8005821917	0415-042793-LA	4/27/2023	
1	10	10	Intel Services	P.O. Box 77524	Baton Rouge	LA	70879	2259313615	1196-082394-LA	1/9/2024	
1	10	10	International Securities & Investigation	P O Box 73727	Metairie	LA	70033	5044556077	0043-030493-LA	3/4/2023	
1	10	10	Intrepid Investigations, LLC	P O Box 6138	Metairie	LA	70009	5044162884	3258-060397-LA	6/3/2023	
1	10	10	Investigation Services, LLC	P.O. Box 6606	Metairie	LA	70009	5042359854	1604-083195-LA	8/31/2023	
1	10	10	Investigation/Research Group, L.L.C.	P O Box 1750	LaCombe	LA	70445	9857689236	9006-111416-LA	11/14/2023	
1	10	10	Investigative Analysis	P O Box 293	Burlingame	CA	94011	6503436561	0641-062993-LA	6/29/2023	
1	10	10	Investigative Associates	PO Box 217	Ruston	LA	71273	3185131300	8021-111412-LA	11/14/2023	
1	10	10	Investigative Claims Management L.L.C.	938 Lillian Michael Drive	Breaux Bridge	LA	70517	3372449321	1273-112994-LA	11/29/2022	
1	10	10	Investigative Excellence	2320 Dove Hollow Drive	Baton Rouge	LA	70809	2259217478	4683-102700-LA	10/27/2023	
1	10	10	Investigative Security Solutions, LLC	P.O. Box 372	Norco	LA	70079	5044159118	10046-022222-LA	2/22/2023	
1	10	10	Investigative Services of Lafayette, Inc.	P O Box 3994	Lafayette	LA	70502	3379899486	0009-030493-LA	3/1/2023	
1	10	10	Investigative Services Unlimited, LLC	P O Box 824	Lake Charles	LA	70602	3374941705	0138-030493-LA	3/4/2023	
1	10	10	Investigative Specialists L.L.C.	P O Box 183	Slidell	LA	70459	9855703535	0857-092893-LA	9/28/2023	
1	10	10	Investigators, LLC	1950 2nd Street, # 193	Slidell	LA	70459	9855025935	9679-012220-LA	1/22/2023	
1	10	10	J and J Research	33 Wilshire Dr	Bossier City	LA	71111	3187528320	2041-080896-LA	10/4/2023	
1	10	10	J S Investigations	P.O. Box 6840	Slidell	LA	70469	9858479954	0147-030493-LA	3/4/2023	
1	10	10	J T Investigations, LLC	3909 Colorado Avenue	Kenner	LA	70065	5049311408	8237-122013-LA	5/25/2023	
1	10	10	J. Darden Investigations	874 Hwy 3009	St. Joseph	LA	71366	3187191535	6664-052307-LA	5/23/2023	
1	10	10	J. T. Becker & Company	P.O. Box 444	Carnegie	PA	15106	4122791500	9406-091218-LA	9/4/2023	
1	10	10	J.R. "Bob" Wheeldon Pre-Trial Investigations	P O Box 1692	Lake Charles	LA	70602	33747449153375151914	0308-033093-LA	3/30/2023	
1	10	10	J.R. Morse Associates, Inc.	402 Carthage Drive	Houma	LA	70360	9858048924	5598-101003-LA	4/7/2023	
1	10	10	JB Consulting & Investigative Services, LLC	16514  Highway 930	Prairieville	LA	70769	2253134562	9038-011717-LA	1/17/2023	
1	11	11	JMAC Investigations & Solutions L.L.C.	P.O. Box 84102	Baton Rouge	LA	70884	2254079111	8870-051816-LA	5/18/2023	
1	11	11	JNM, LLC	P O Box  92172	Lafayette	LA	70509	5042206600	9000-102616-LA	10/26/2023	
1	11	11	John Stone Enterprises	P O Box 2472	Mandeville	LA	70470	9856308126	4247-091699-LA	9/16/2023	
1	11	11	Johnson Investigations, Inc.	P O Box 1348	Texarkana	AR	75504	8707731404	5135-041902-LA	4/9/2023	
1	11	11	Jon Bullock Private Invest. dba WMW & Associates of LA	12395 Mansfield Rd. #444	Keithville	LA	71047	3182949240	7394-051010-LA	5/10/2023	
1	11	11	Jones Investigative Services	6003 Fox Chase Circle	Shreveport	LA	71129	3184708656	1460-042695-LA	6/13/2023	
1	11	11	JPM Investigations, LLC	365 Garr Road	Ruston	LA	71270	3186146733	8873-051816-LA	5/18/2023	
1	11	11	JR Ruff and Associates, Inc.	P O Box 947	Emporia	KS	66801	3182070618	6141-060105-LA	6/1/2023	
1	11	11	JW's Creative Solutions, LLC	P.O. Box 19183	New Orleans	LA	70179	5044505545	8902-061416-LA	6/14/2023	
1	11	11	K.P. Investigations, Inc.	P.O. Box 3442	Gilbert	AZ	85299	6028093508	9733-060220-LA	6/2/2023	
1	11	11	Kaczmarek & Associates, Inc.	205 E. Butterfield #461	Elmhurst	IL	60126	8153017609	9725-050420-LA	5/4/2023	
1	11	11	Karcher & Associates, LLC	1527 Gause Blvd, Ste 131	Slidell	LA	70461	7196595954	8693-091515-LA	9/15/2023	
1	11	11	Kavanaugh Investigative Services	P O Box 1204	Ruston	LA	71273	3185489108	6922-072308-LA	7/23/2023	
1	11	11	Kelmar and Associates, Inc.	23119 IH-10 West, Bldg.#6	San Antonio	TX	78257	2103420509	7124-051909-LA	5/19/2023	
1	11	11	Ken Grissom	202 Metairie Court	Lafayette	LA	70503	3372589483	9179-071917-LA	7/19/2023	
1	11	11	Kindred Investigations, Inc.	1334 Saint Roch Avenue	New Orleans	LA	70117	8153559763	9236-111417-LA	11/14/2023	
1	11	11	Kingsguard, Inc.	4440 Chastant St., Suite C	Metairie	LA	70006	5047290731	7948-071712-LA	7/17/2023	
1	11	11	KJC Investigative Services, LLC	4400 Ambassador Caffery Pkwy,Suite A # 338	Lafayette	LA	70508	3373033538	9810-120120-LA	12/1/2023	
1	11	11	Klees Investigative Agency	524 Fairfield Avenue	Gretna	LA	70056	5043687117	0813-083193-LA	8/31/2022	
1	11	11	Kline's Investigative Services, LLC	112 Clause Lane	Lafayette	LA	70507	3379626697	7171-072209-LA	7/22/2023	
1	11	11	Knight Personal Protection	848 Brinwood Avenue	Baton Rouge	LA	70815	2259549819	10024-121721-LA	12/17/2023	
1	11	11	L Jones CFA, LLC	30740 Ford Place	Denham Springs	LA	70726	2253245171	9307-032018-LA	3/20/2023	
1	11	11	L. Peters & Associates	5000 West Esplande Ave., Suite 429	Metairie	LA	70006	5049404828	6666-052307-LA	5/23/2023	
1	11	11	Lagniappe Research and Investigations	191 Davidson Rd	Mansfield	LA	71052	3184710160	5405-031903-LA	3/19/2023	
1	11	11	LaSalle Investigations Inc.	P.O. Box 33	Jena	LA	71342	3182155058	9730-060220-LA	6/2/2023	
2	4	12	LaTex Land Title & Investigative Services	316 Claiborne Street	Pineville	LA	71360	3184518613	8903-061416-LA	6/14/2023	
2	4	12	Latiolais Process Servers (L.P.S.)	1011 Kimble Dr	Breaux Bridge	LA	70517	3372571268	3801-080498-LA	8/4/2023	
2	4	12	LAW Investigative Group, LLC	P.O. Box 471	Ridgeland	MS	39158	6016679273	6374-051706-LA	7/11/2023	
2	4	12	Lawrence Investigations	1315 Cypress Street	West Monroe	LA	71291	3183556808	0025-120810-LA	5/22/2023	
2	4	12	Lazer Claims Investigations & Security Service LLC	1110 Sixth St	Morgan City	LA	70380	9853849055	0019-030493-LA	3/4/2023	
2	4	12	Lee Technical Services	440 Mr. Ed Lane	Natchitoches	LA	70601	3373041805	0252-033093-LA	5/8/2023	
2	4	12	Legal Investigative Services, Inc.	888 Tara Blvd., Ste. G	Baton Rouge	LA	70806	5046697445	8971-092016-LA	10/19/2023	
2	4	12	Legitimate Investigation Services	P O Box 647	Port Allen	LA	70767	2253553107	9329-050418-LA	5/22/2023	
2	4	12	Lemieux & Associates, LLC	110 Washinton Ave. 2nd Floor	North Haven	CT	06473	2037808021	9421-100418-LA	10/4/2023	
2	4	12	Leonard and Son's Investigations (LSI)	297 Settlers Park Drive	Shreveport	LA	71115	3188207376	5718-040504-LA	6/15/2023	
2	4	12	Let Me Be Your Eyes Private Investigator Services	P.O. Box 37754	Shreveport	LA	71133	3182108286	8829-033116-LA	3/31/2023	
2	4	12	LHS Investigative Services, LLC	9851 E. Wheaton Circle	New Orleans	LA	70127	5044303124	8357-052014-LA	5/20/2023	
2	4	12	Lindsey Benglis Investigation & Associates	873 Desoto St.	Lake Charles	LA	70607	3378026898	6926-072308-LA	7/23/2023	
2	4	12	LINK Detective Agency, Inc	P O Box 53005	Lafayette	LA	70505	3372329990	4060-051499-LA	5/14/2023	
2	4	12	LKK & Associates, LLC	P O Box 37633	Shreveport	LA	71133	3185188592	6505-102406-LA	10/24/2023	
2	4	12	Lomas Investigations, LLC	119 Trojan Place	Lafayette	LA	70508	3372305887	9692-020320-LA	2/3/2023	
2	4	12	Long Branch Investigations	561 Robert Howard Rd.	Farmerville	LA	71241	3182450417	9731-060220-LA	6/2/2023	
2	4	12	Louisiana Investigative & Protective Services, LLC	P.O. Box 770017	New Orleans	LA	70177	5046450796	7619-032211-LA	3/22/2023	
2	4	12	Louisiana Investigative Specialists	1319 N. Vienna Street	Ruston	LA	71270	3185132501	9553-052219-LA	5/22/2023	
2	4	12	Louisiana State Investigations	4099 Old Gainesville Road	Waveland	MS	39520	5045754696	4379-020400-LA	2/4/2023	
2	4	12	Lucas Investigations, LLC	8712 Jefferson Hwy, Suite B	Baton Rouge	LA	70809	2253445461	9787-100620-LA	10/6/2022	
2	4	12	Lyons Research Group	5261 Highland Rd. Suite 321	Baton Rouge	LA	70808	2257665575	1068-041294-LA	4/12/2023	
2	4	12	M&M Investigations, LLC	P O Box 10	Daphne	AL	36526	2515543038	9336-051618-LA	5/16/2023	
2	4	12	M.A. Stringer & Associates, Inc.	73081 Becky Road	Covington	LA	70435	9858934929	5312-102102-LA	10/21/2023	
2	4	12	Mackenzie's Research Co.	5331 Church Point Hwy	Rayne	LA	70578	3372474779	0631-062993-LA	6/29/2023	
2	5	13	Magnolia Investigations of Louisiana, LLC	517 Trappey Road	Carencro	LA	70520	3379455051	9215-092017-LA	9/20/2023	
2	5	13	Magri and Ballay Investigative Services, LLC	2432 Elliott Steet	Alexandria	LA	71301	9852424364	0407-042793-LA	4/27/2023	
2	5	13	Maher Detective Agency	P O Box 740233	New Orleans	LA	70174	5044272561	5261-082802-LA	8/28/2023	
2	5	13	Marine & Casualty Backgrounds, L.L.C.	1429 Marina Drive	Slidell	LA	70458	5042507770	0549-052593-LA	5/25/2023	
2	5	13	Mark B Chiasson - Private Investigator	201 Hidden Grove Place	Lafayette	LA	70503	3372803700	3898-121098-LA	12/10/2023	
2	5	13	Marshall Investigative Group, Inc.	PO Box 681	Park Ridge	IL	60068	8553506474	8749-111715-LA	11/17/2023	
2	5	13	Mascaro Consulting Services, Inc.	P O Box 3772	Covington	LA	70434	9856261750	4933-091801-LA	9/20/2023	
2	5	13	McCoy Investigations	P O Box 667	Bunkie	LA	71322	3186132675	3413-100197-LA	10/1/2023	
2	5	13	MCX Associates, LLC	115 Western Lane	Lafayette	LA	70507	3372371444	5886-092104-LA	9/21/2023	
2	5	13	Merge Investigations, Inc.	PO Box 6326	Lancaster	PA	17607	7179455399	9338-051618-LA	5/16/2023	
2	5	13	Meridian Investigative Group, Inc.	6822 22nd Ave., N, Ste. 119	St. Petersburg	FL	33710	8008304022	7219-091509-LA	9/15/2023	
2	5	13	Messenger Investigations, LLC	P.O. Box 717	Cecilia	LA	70521	3375013646	8444-092914-LA	9/29/2023	
2	5	13	Metro Private Investigations, Inc.	906 N. Memorial Parkway	Huntsville	AL	35801	8002393200	7169-072209-LA	7/22/2023	
2	5	13	MG Brooks, LLC	1424 Heck Young Rd.	Baker	LA	70714	2253379147	8136-071613-LA	7/16/2023	
2	5	13	Michael Dale Breaux, LLC	4700 Hwy 22, #501	Mandeville	LA	70471	9859600517	9258-122717-LA	12/27/2022	
2	5	13	Michael Hebert Investigations	PO Box 1001	Broussard	LA	70518	3372583392	7047-021209-LA	2/12/2023	
2	5	13	Migues Investigative Agency, LLC	101 Gaugin Lane	Rayne	LA	70578	3372986803	9181-071917-LA	7/19/2023	
2	5	13	MJT Enterprises, LLC	22 Suwanee Drive	Covington	LA	70435	9852591565	9309-032018-LA	3/20/2023	
2	5	13	Mondello Invest. & Paralegal Srvs Inc.	P O Box 96	Hall Summit	LA	71034	3184585661	1251-110194-LA	11/1/2023	
2	5	13	Morgan Freeman Investigative Services	3635 Greenacres Drive # 344	Bossier City	LA	71111	3184696469	0066-030493-LA	3/4/2023	
2	5	13	Morgan Investigation Agency	P O Box 825	Port Allen	LA	70767	2256038584	0987-013194-LA	1/31/2023	
2	5	13	Morris Investigations and Surveillance	172 Evangeline Trace	Bellle Chasse	LA	70037	5049123658	9990-110121-LA	11/1/2023	
2	5	13	National Investigations, L.L.C.	P O Box 873	Slidell	LA	70459	9857262400	7522-111710-LA	11/17/2023	
2	5	13	Nationwide Bail Bonds & Investigations	12281 Cuti Lane	Roseland	LA	70456	2256831111	6678-060707-LA	9/20/2023	
2	5	13	Network Strategist	P O Box 740567	New Orleans	LA	70174	5043619774	1129-052594-LA	5/25/2023	
2	6	14	New England Fire Cause & Origin, Inc.	P.O. Box 7399	Rochester	NH	03839	6033309889	8047-012313-LA	1/23/2024	
2	6	14	New Orleans Private Investigations, LLC	762 N. 2nd Street	Bay Saint Louis	MS	39520	5044278184	7482-092210-LA	5/5/2023	
2	6	14	Next Generation Investigation Services, LLC	141 Allen Toussaint Blvd, #239	New Orleans	LA	70124	5043424191	0416-042793-LA	9/22/2023	
2	6	14	Nicole Heisser's Investigations	3157 Gentilly Blvd. Box 105	New Orleans	LA	70122	5043213077	5328-112602-LA	4/6/2023	
2	6	14	Nightshadows	213 Long Leaf Court	Ponchatoula	LA	70454	9859817046	9334-051618-LA	5/16/2023	
2	6	14	Nissen Unlimited & Associates Inc.	10454 Goldsberry Road	Shreveport	LA	71106	3184264536	0766-072793-LA	11/21/2023	
2	6	14	Norman R. Lowe Investigations	5021 Newlands St.	Metairie	LA	70006	5046152099	6710-072507-LA	7/25/2023	
2	6	14	North Delta Investigations	P. O. Box 1718	Bastrop	LA	71220	3182836383	0058-030493-LA	3/4/2023	
2	6	14	North Starr	P O Box 383	Livingston	LA	70754	2254852983	8173-091813-LA	9/18/2023	
2	6	14	Northshore Investigations	845 University Court	Mandeville	LA	70448		7310-011910-LA	1/19/2023	
2	6	14	NWI Investigative Group, Inc.	10 Walnut Hill Park	Woburn	MA	01801	7819357770	6625-032107-LA	3/21/2023	
2	6	14	Observations Unlimited, L.L.C.	232-B Little John Drive	Baton Rouge	LA	70815	2252814779	0380-042793-LA	10/13/2023	
2	6	14	Occupational Resources, Inc.	P O Box 10649	New Orleans	LA	70181	5046551171	1455-042695-LA	4/26/2023	
2	6	14	Olasky Investigations, LLC	811 N. Johnson Street	New Orleans	LA	70116	5047178483	8560-031715-LA	3/17/2023	
2	6	14	Olds Investigative Services, LLC	449 Shenandoah Drive	Shreveport	LA	71115	3184693470	7173-072209-LA	7/22/2023	
2	6	14	Orleans Investigations, LLC	P.O. Box 56817	New Orleans	LA	70156	5045257676	5655-012004-LA	1/20/2023	
2	6	14	Ouachita Investigative Services	PO Box 873	West Monroe	LA	71294	3188840092	7158-062309-LA	6/23/2023	
2	6	14	P & M Investigations	P O  Box 90741	Lafayette	LA	70509	3375938246	1522-062295-LA	6/22/2023	
2	6	14	P. I. Ducks, Inc.	5919 Clearview Cr	Bossier City	LA	71111	3185187238	3269-060397-LA	12/22/2023	
2	6	14	P.I. Pros, LLC	P.O. Box 223	Midway	AR	72651	8703210606	9995-110521-LA	11/5/2023	
2	6	14	Pace Investigations, LLC	P O  Box 206	Gresham	SC	29546	8433198646	7768-101011-LA	10/10/2023	
2	6	14	Pallorium Inc.	P O Box 155 Midwood Station	Brooklyn	NY	11230	2129690286	4474-042000-LA	4/20/2023	
2	6	14	Paradigm Investigations	1 Galleria Blvd., Suite 1900	Metairie	LA	70001	5044216981	8171-091813-LA	9/18/2023	
2	6	14	Paragon Services	P. O. Box 724	Houma	LA	70361	3372785376	8746-111715-LA	11/17/2023	
2	6	14	Paul Lopez Legal Investigations	P.O. Box 541	DeRidder	LA	70634	3374634700	5687-022604-LA	2/26/2023	
2	7	15	Payne Investigations	4612 New Natchitoches Rd.	West Monroe	LA	71292	3183553543	6532-112106-LA	11/21/2016	
2	7	15	Pelican Investigative Services, LLC	102 Lockeport Cir.	Lafayette	LA	70508	3372776300	9946-073021-LA	7/30/2023	
2	7	15	PELTA Protective Specialists, LLC	259 Northland Blvd., Ste. G	Cincinnati	OH	45246	5132973990	10003-111821-LA	11/18/2023	
2	7	15	Peppertone Research Group	P O Box 2563	Baton Rouge	LA	70821	8669444490	4302-110899-LA	11/8/2023	
2	7	15	Persons of Interest Investigations & Consulting	14241 Coursey Blvd., Ste. A12 #333	Baton Rouge	LA	70817	2257556677	9911-061821-LA	6/18/2023	
2	7	15	Petro-Marine Investigation Service Inc.	9809 River Ridge Drive	River Ridge	LA	70123	5044505969	0463-042793-LA	4/27/2023	
2	7	15	P-EYE, L.L.C.	P O Box 10	Slidell	LA	70459	5045543656	5516-072303-LA	7/23/2023	
2	7	15	PhotoFax, Inc.	P O Box 225	Gilberts	IL	60136	8476833724	6757-102307-LA	10/23/2023	
2	7	15	Pinkerton Consulting & Investigations Inc.	101 North Main Street, Suite 300	Ann Arbor	MI	48104	2489480071	5700-031804-LA	3/18/2023	
2	7	15	PK's Process Service Plus Inc.	P O Box 74751	Metairie	LA	70033	5044520519	3095-011797-LA	1/17/2023	
2	7	15	Porter's Investigations Agency	212 Clearview Ln	Benton	LA	71006	3189650468	5562-092303-LA	9/23/2023	
2	7	15	Premier Protection and Investigations, LP	5906 Delores Street, Suite 225	Houston	TX	77057	7136838000	9654-111919-LA	11/19/2023	
2	7	15	Prevost Edmund A.	P O Box 1178	Mandeville	LA	70470	9857279109	1472-050895-LA	5/8/2023	
2	7	15	Professional Service Providers Network, Inc.	P.O. Box 1607	Mansfield	LA	71052	3184617841	9841-011521-LA	1/15/2023	
2	7	15	Professional Services Bureau	P O Box 82535	Lafayette	LA	70598	3378391833	0163-030493-LA	3/4/2023	
2	7	15	Pronet Group, Inc.	1 Sugar Creek Center Blvd. Ste. 1100	Sugarland	TX	77478	8002167268	5329-120602-LA	12/6/2023	
2	7	15	Provident Investigations	4347 Choctaw Road	Brusly	LA	70719	2252873473	9970-092321-LA	9/23/2023	
2	7	15	Prudence Investigative Organization Inc.	P.O. Box 452914	Kissimmee	FL	34745	4075567600	8706-092915-LA	9/29/2023	
2	7	15	Quality Investigative Group	P O Box 81365	Lafayette	LA	70598	3372351016	3360-080197-LA	8/1/2023	
2	7	15	R. B. J. Investigations	P O Box 13583	New Orleans	LA	70185	5044757725	8728-102015-LA	11/13/2022	
2	7	15	R.G. Austin Investigations	P O Box 12621	Alexandria	LA	71315	3184462884	0725-072793-LA	7/27/2023	
2	7	15	R.S. Investigations	52530 Cypress St	Independence	LA	70443	9858783601	1734-120495-LA	12/4/2023	
2	7	15	Randall Investigative Agency	1600 Terral Island Rd.	Farmerville	LA	71241	3183883070	0136-030493-LA	3/4/2023	
2	7	15	Reconnaissance Investigations	7051 Sandy Hill Rd	Roanoke	LA	70581	3377532583	1388-021595-LA	2/15/2023	
2	7	15	Reliance Detective Agency	P O Box 1494	Walker	LA	70785	2252762519	1903-050396-LA	5/24/2023	
2	8	16	Research	5145 Tampa Drive North	Pearlington	MS	39572	5044508828	1163-071394-LA	9/3/2023	
2	8	16	Resolve Investigations	727 2nd St., Suite 105	Natchitoches	LA	71457	3186521688	5768-052804-LA	5/28/2023	
2	8	16	Results Investigative Services	41377 Churchpoint Road	Gonzales	LA	70737	2254505968	5118-040302-LA	9/9/2022	
2	8	16	RetLO & Associates	P.O. Box 13834	Alexandria	LA	71315	3187927439	9912-061821-LA	6/18/2023	
2	8	16	Reveal Investigations, LLC	2009 S. Helens Way Ave.	Gonzales	LA	70737	2257334757	9968-092321-LA	9/23/2023	
2	8	16	Revealing Secrets Investigations	12507 Jays Road	Bastrop	LA	71220	3186692463	9139-052517-LA	3/20/2023	
2	8	16	Reynolds Investigations	98 John Adams	Youngsville	LA	70592	3373199744	0280-033093-LA	3/30/2023	
2	8	16	Rhonda Racca Enterprises, Inc.	P O Box 358	Breaux Bridge	LA	70517	3373163854	3920-012199-LA	1/21/2023	
2	8	16	Richard Brooks Investigations, LLC	PO Box 4401	Brandon	MS	39047	6018620666	7715-071911-LA	7/19/2023	
2	8	16	Rick Champagne Investigations Inc.	P O Box 7401	Slidell	LA	70469	9859662850	3503-111497-LA	11/14/2023	
2	8	16	Rico's Investigations	107 Elderberry Ln	Opelousas	LA	70570	3379453609	3188-032797-LA	3/27/2023	
2	8	16	Rimkus Consulting Group, Inc.	68446 James Street	Mandeville	LA	70401	5048328999	8100-040813-LA	5/16/2023	
2	8	16	Riverbend Investigative Agency	610 Grove Avenue	Harahan	LA	70123	5049137701	8553-031615-LA	3/16/2023	
2	8	16	RMF & Associates, LLC	P O Box 7021	Shreveport	LA	71137	3188406893	8044-012313-LA	1/23/2023	
2	8	16	Roberts Investigations - Downsville	889 Arthur McDaniel Rd	Downsville	LA	71234	3185485742	1887-042396-LA	4/23/2023	
2	8	16	Ronald W. Kelly and Associates	112 Bayou Perez Drive	Madisonville	LA	70447	9366350111	8358-052014-LA	5/20/2023	
2	8	16	Ross Riles Confidential Invest. Services	6241 Rodeo Dr.	Bastrop	LA	71220	3183660602	3417-100197-LA	10/1/2023	
2	8	16	RWI Investigations	865  E. Lexington Avenue	Gretna	LA	70056	5042890807	7659-051711-LA	5/17/2023	
2	8	16	S M Brozgold Fire Investigations, LLC	640 N. Heathrow Drive	Lecanto	FL	34461	8175832005	8053-012513-LA	1/25/2024	
2	8	16	S.C. Fire Consulting Inc.	22958 Colorado Drive	Porter	TX	77365	2817286970	8254-012114-LA	1/21/2023	
2	8	16	S.K.I. Inc.	18191 NW 68th Ave., #102	Hialeah	FL	33015	8777547545	9633-101819-LA	10/18/2023	
2	8	16	S.L. Wyatt Enterprises, LLC	8768 Wyeth Drive	Denham Springs	LA	70706	3185723983	9533-041219-LA	4/12/2023	
2	8	16	Sara Jones Investigations	9108 Atreus Street	Chalmette	LA	70043	5043459643	9865-031621-LA	3/16/2023	
2	8	16	Scheuermann Investigative Services LLC	1815 Hwy 26W	Poplarville	MS	39470	5043302854	8966-090816-LA	9/8/2023	
2	8	16	Scientific Investigative Services of LA	P.O. Box 52255	Shreveport	LA	71115	3188619249	0207-033093-LA	3/30/2023	
2	9	17	Scott  Westbrook  Investigations	403 Olive Drive	Slidell	LA	70458	5047233753	7585-020711-LA	2/7/2023	
2	9	17	SDII Global Corporation	4509 George Rd.	Tampa	FL	33634	8134969634	9838-010521-LA	1/5/2024	
2	9	17	Securitas Security Services USA, Inc.	c/o Lisa Collet; 4330 Park Terrace Drive	Westlake Village	CA	91361	2483750471	9109-033017-LA	3/30/2023	
2	9	17	Security & Investigative Specialist, Inc.	1731 N. Airline Hwy	Gonzales	LA	70737	2254078134	4840-032001-LA	3/20/2023	
2	9	17	Sedgwick SIU, Inc.	1230 East Diehl Rd., #300	Naperville	IL	60563	88876590206307186220	9018-120116-LA	12/1/2023	
2	9	17	Sentinel Investigative Services, Inc.	3736 North Market Steet	Shreveport	LA	71107	3182279175	8132-071613-LA	7/16/2023	
2	9	17	Shadow Point Investigations, LLC dba S-Point Investigations	4003 Salem Drive	Baton Rouge	LA	70814	2259317329	9914-061821-LA	6/18/2023	
2	9	17	Shanks Investigations	122 Southwood Dr	Bossier City	LA	71111	3187424731	3868-111298-LA	1/20/2023	
2	9	17	Sheepdog Consultants LLC	104 Saxony Drive	Houma	LA	70364	9858566285	9009-111516-LA	11/15/2023	
2	9	17	Simien's Executive Security	P.O. Drawer #9	Opelousas	LA	70571	3379422222	0151-030493-LA	3/4/2023	
2	9	17	Simmons Investigations & Recovery	5130 Audubon Lane	St. Francisville	LA	70775	9852580270	9339-051618-LA	5/16/2023	
2	9	17	Simon Detective Agency	11093 Texas Street	Bay St. Louis	MS	39520	9857325850	9093-031417-LA	3/14/2023	
2	9	17	Sly Fox Investigations, LLC	P O Box 318045	Baton Rouge	LA	70831	80098592542253057468	7457-072110-LA	7/21/2023	
2	9	17	Smith & Carson, Inc.	5755 North Point Pkwy, Ste. 278	Alpharetta	GA	30022	7703502550	9675-011720-LA	1/17/2024	
2	9	17	SOS Investigations, Inc.	6353 Joe Daniel Rd	St Francisville	LA	70775	2256355589	0123-030493-LA	3/4/2023	
2	9	17	Southern Forensic Services, LLC	P O Box 651	Gretna	LA	70054		8694-091515-LA	11/9/2023	
2	9	17	Southern Investigations	504 Belanger St.	Houma	LA	70360	9852745289	9979-100721-LA	10/7/2023	
2	9	17	Southern Legal Investigations	P.O. Box 14136	Monroe	LA	71207	3183875800	0844-092893-LA	9/28/2023	
2	9	17	Southern Research Company Inc.	P O Box 1590	Shreveport	LA	71165	3182279700	0265-033093-LA	3/30/2023	
2	9	17	Southern Surveillance Company	P.O. Box 165	Opelousas	LA	70571	3379425585	0357-042793-LA	4/27/2023	
2	9	17	Spyderman P I	122 Pleasant Hill Drive	Zwolle	LA	71486	3185083043	0294-033093-LA	3/30/2023	
2	9	17	SpyTex Inc.	P O Box 320	Brownsboro	TX	75756	85577983999034770660	9538-042619-LA	4/26/2023	
2	9	17	St. Cyr Investigations	219 N. Liberty St.	Opelousas	LA	70570	3379450108	4129-062399-LA	6/23/2023	
2	9	17	Stallworth Detective Agency	2037 Bonaire Drive	Marrero	LA	70072	5049199952	7317-012510-LA	11/29/2023	
2	9	17	Stanley Investigations	619 Catholique Rd	Carencro	LA	70520	3374232470	8928-071916-LA	7/19/2023	
2	10	18	Starling Enterprises & Investigations, LLC	109 Cambridge Drive	Lafayette	LA	70503	3373199582	8876-051816-LA	5/18/2023	
2	10	18	Statewide Surveillance & Investigations, LLC	119 Crapemyrtle Circle	Covington	LA	70433	9853732490	8134-071613-LA	7/16/2023	
2	10	18	Stealth Intelligence Services LLC	P.O. Box 2964	Harvey	LA	70059	5045794252	9843-011921-LA	1/19/2023	
2	10	18	Stealth Investigations - Arnaudville	P.O. Box 222	Cecila	LA	70521	3376582358	1326-121694-LA	12/16/2023	
2	10	18	Stephens & Associates of LA, LLC	P O Box 13001	Alexandria	LA	71315	3184480953	0159-030493-LA	3/4/2023	
